n,character,pinyin
2280,里,lǐ
2281,里程碑,lǐchéngbēi
2282,礼拜天,lǐbàitiān
2283,礼节,lǐjié
2284,礼貌,lǐmào
2285,礼物,lǐwù
2286,理睬,lǐcǎi
2287,理发,lǐfà
2288,理解,lǐjiě
2289,理论,lǐlùn
2290,理所当然,lǐsuǒdāngrán
2291,理想,lǐxiǎng
2292,理由,lǐyóu
2293,理直气壮,lǐzhí-qìzhuàng
2294,理智,lǐzhì
2295,粒,lì
2296,立场,lìchǎng
2297,立方,lìfāng
2298,立即,lìjí
2299,立交桥,lìjiāoqiáo
2300,立刻,lìkè
2301,立体,lìtǐ
2302,立足,lìzú
2303,历代,lìdài
2304,厉害,lìhai
2305,历来,lìlái
2306,历史,lìshǐ
2307,利害,lìhài
2308,利率,lìlǜ
2309,力量,lìliàng
2310,力气,lìqi
2311,力所能及,lìsuǒnéngjí
2312,力图,lìtú
2313,力争,lìzhēng
2314,例如,lìrú
2315,例外,lìwài
2316,利润,lìrùn
2317,利息,lìxī
2318,利益,lìyì
2319,利用,lìyòng
2320,俩,liǎ
2321,连,lián
2322,连忙,liánmáng
2323,连年,liánnián
2324,连锁,liánsuǒ
2325,连同,liántóng
2326,连续剧,liánxùjù
2327,联合,liánhé
2328,联欢,liánhuān
2329,联络,liánluò
2330,联盟,liánméng
2331,联系,liánxì
2332,联想,liánxiǎng
2333,廉洁,liánjié
2334,脸,liǎn
2335,恋爱,liàn'ài
2336,练习,liànxí
2337,良好,liánghǎo
2338,良心,liángxīn
2339,凉快,liángkuai
2340,粮食,liángshi
2341,两,liǎng
2342,亮,liàng
2343,辆,liàng
2344,晾,liàng
2345,谅解,liàngjiě
2346,辽阔,liáokuò
2347,聊天,liáotiān
2348,了不起,liǎobuqǐ
2349,了解,liǎojiě
2350,列举,lièjǔ
2351,淋,lín
2352,临床,línchuáng
2353,临时,línshí
2354,邻居,línjū
2355,吝啬,lìnsè
2356,铃,líng
2357,零,líng
2358,零件,língjiàn
2359,零钱,língqián
2360,零食,língshí
2361,零星,língxīng
2362,凌晨,língchén
2363,灵感,línggǎn
2364,灵魂,línghún
2365,灵活,línghuó
2366,灵敏,língmǐn
2367,伶俐,línglì
2368,领导,lǐngdǎo
2369,领会,lǐnghuì
2370,领事馆,lǐngshìguǎn
2371,领土,lǐngtǔ
2372,领悟,lǐngwù
2373,领先,lǐngxiān
2374,领袖,lǐngxiù
2375,领域,lǐngyù
2376,另外,lìngwài
2377,溜,liū
2378,留,liú
2379,留恋,liúliàn
2380,留念,liúniàn
2381,留神,liúshén
2382,留学,liúxué
2383,流传,liúchuán
2384,流浪,liúlàng
2385,流泪,liúlèi
2386,流利,liúlì
2387,流露,liúlù
2388,流氓,liúmáng
2389,流通,liútōng
2390,流行,liúxíng
2391,浏览,liúlǎn
2392,六,liù
2393,龙,lóng
2394,聋哑,lóngyǎ
2395,隆重,lóngzhòng
2396,垄断,lǒngduàn
2397,笼罩,lǒngzhào
2398,楼,lóu
2399,搂,lǒu
2400,漏,lòu
2401,炉灶,lúzào
2402,路,lù
2403,露,lù
2404,陆地,lùdì
2405,陆续,lùxù
2406,录取,lùqǔ
2407,录音,lùyīn
2408,乱,luàn
2409,轮船,lúnchuán
2410,轮廓,lúnkuò
2411,轮流,lúnliú
2412,轮胎,lúntāi
2413,论坛,lùntán
2414,论文,lùnwén
2415,论证,lùnzhèng
2416,啰唆,luōsuo
2417,逻辑,luóji
2418,螺丝钉,luósīdīng
2419,落成,luòchéng
2420,落后,luòhòu
2421,落实,luòshí
2422,络绎不绝,luòyì-bùjué
2423,屡次,lǚcì
2424,履行,lǚxíng
2425,旅游,lǚyóu
2426,绿,lǜ
2427,律师,lǜshī
2428,掠夺,lüèduó
2429,略微,lüèwēi
2430,妈妈,māma
2431,麻痹,mábì
2432,麻烦,máfan
2433,麻木,mámù
2434,麻醉,mázuì
2435,马,mǎ
2436,马虎,mǎhu
2437,马上,mǎshàng
2438,码头,mǎtóu
2439,骂,mà
2440,吗,ma
2441,嘛,ma
2442,埋伏,máifú
2443,埋没,máimò
2444,埋葬,máizàng
2445,买,mǎi
2446,迈,mài
2447,卖,mài
2448,脉搏,màibó
2449,麦克风,màikèfēng
2450,馒头,mántou
2451,埋怨,mányuàn
2452,满,mǎn
2453,满意,mǎnyì
2454,满足,mǎnzú
2455,慢,màn
2456,慢性,mànxìng
2457,漫长,màncháng
2458,漫画,mànhuà
2459,蔓延,mànyán
2460,忙,máng
2461,忙碌,mánglù
2462,茫茫,mángmáng
2463,茫然,mángrán
2464,盲目,mángmù
2465,猫,māo
2466,毛,máo
2467,毛病,máobìng
2468,毛巾,máojīn
2469,矛盾,máodùn
2470,冒充,màochōng
2471,冒险,màoxiǎn
2472,茂盛,màoshèng
2473,贸易,màoyì
2474,帽子,màozi
2475,枚,méi
2476,没,méi
2477,没关系,méi guānxi
2478,没辙,méizhé
2479,媒介,méijiè
2480,媒体,méitǐ
2481,眉毛,méimao
2482,煤炭,méitàn
2483,每,měi
2484,美观,měiguān
2485,美丽,měilì
2486,美满,měimǎn
2487,美妙,měimiào
2488,美术,měishù
2489,魅力,mèilì
2490,妹妹,mèimei
2491,门,mén
2492,门诊,ménzhěn
2493,蒙,méng
2494,萌芽,méngyá
2495,猛烈,měngliè
2496,梦,mèng
2497,梦想,mèngxiǎng
2498,眯,mī
2499,弥补,míbǔ
2500,弥漫,mímàn
2501,迷惑,míhuò
2502,迷路,mílù
2503,迷人,mírén
2504,迷失,míshī
2505,迷信,míxìn
2506,谜语,míyǔ
2507,米,mǐ
2508,米饭,mǐfàn
2509,密度,mìdù
2510,密封,mìfēng
2511,密码,mìmǎ
2512,密切,mìqiè
2513,蜜蜂,mìfēng
2514,秘密,mìmì
2515,秘书,mìshū
2516,棉花,miánhua
2517,免得,miǎnde
2518,免费,miǎnfèi
2519,免疫,miǎnyì
2520,勉励,miǎnlì
2521,勉强,miǎnqiǎng
2522,面包,miànbāo
2523,面对,miànduì
2524,面积,miànjī
2525,面临,miànlín
2526,面貌,miànmào
2527,面条,miàntiáo
2528,面子,miànzi
2529,描绘,miáohuì
2530,描写,miáoxiě
2531,苗条,miáotiao
2532,秒,miǎo
2533,渺小,miǎoxiǎo
2534,蔑视,mièshì
2535,灭亡,mièwáng
2536,民间,mínjiān
2537,民用,mínyòng
2538,民主,mínzhǔ
2539,民族,mínzú
2540,敏感,mǐngǎn
2541,敏捷,mǐnjié
2542,敏锐,mǐnruì
2543,明白,míngbai
2544,明明,míngmíng
2545,明确,míngquè
2546,明天,míngtiān
2547,明显,míngxiǎn
2548,明信片,míngxìnpiàn
2549,明星,míngxīng
2550,名次,míngcì
2551,名额,míng'é
2552,名副其实,míngfùqíshí
2553,名牌,míngpái
2554,名片,míngpiàn
2555,名胜古迹,míngshèng gǔjì
2556,名誉,míngyù
2557,名字,míngzi
2558,命令,mìnglìng
2559,命名,mìngmíng
2560,命运,mìngyùn
2561,摸,mō
2562,摸索,mōsuǒ
2563,膜,mó
2564,摩擦,mócā
2565,磨合,móhé
2566,摩托车,mótuōchē
2567,模范,mófàn
2568,模仿,mófǎng
2569,模糊,móhu
2570,模式,móshì
2571,模型,móxíng
2572,魔鬼,móguǐ
2573,魔术,móshù
2574,抹杀,mǒshā
2575,莫名其妙,mòmíng-qímiào
2576,默默,mòmò
2577,陌生,mòshēng
2578,墨水儿,mòshuǐr
2579,谋求,móuqiú
2580,某,mǒu
2581,模样,múyàng
2582,母亲,mǔqīn
2583,母语,mǔyǔ
2584,目标,mùbiāo
2585,目的,mùdì
2586,目睹,mùdǔ
2587,目光,mùguāng
2588,目录,mùlù
2589,目前,mùqián
2590,木头,mùtou
2591,沐浴,mùyù
2592,拿,ná
2593,拿手,náshǒu
2594,哪（哪儿）,nǎ (nǎr)
2595,哪怕,nǎpà
2596,那（那儿）,nà (nàr)
2597,纳闷儿,nàmènr
2598,奶奶,nǎinai
2599,耐心,nàixīn
2600,耐用,nàiyòng
2601,南,nán
2602,难,nán
2603,难道,nándào
2604,难得,nándé
2605,难怪,nánguài
2606,难过,nánguò
2607,难堪,nánkān
2608,难看,nánkàn
2609,难免,nánmiǎn
2610,难能可贵,nánnéng-kěguì
2611,难受,nánshòu
2612,男人,nánrén
2613,脑袋,nǎodai
2614,恼火,nǎohuǒ
2615,呢,ne
2616,内,nèi
2617,内涵,nèihán
2618,内科,nèikē
2619,内幕,nèimù
2620,内容,nèiróng
2621,内在,nèizài
2622,嫩,nèn
2623,能,néng
2624,能干,nénggàn
2625,能力,nénglì
2626,能量,néngliàng
2627,能源,néngyuán
2628,嗯,g
2629,你,nǐ
2630,拟定,nǐdìng
2631,年,nián
2632,年代,niándài
2633,年度,niándù
2634,年级,niánjí
2635,年纪,niánjì
2636,年龄,niánlíng
2637,年轻,niánqīng
2638,念,niàn
2639,鸟,niǎo
2640,捏,niē
2641,您,nín
2642,拧,níng
2643,凝固,nínggù
2644,凝聚,níngjù
2645,凝视,níngshì
2646,宁可,nìngkě
2647,宁肯,nìngkěn
2648,宁愿,nìngyuàn
2649,牛奶Ō,niúnǎi
2650,牛仔裤,niúzǎikù
2651,纽扣儿,niǔkòur
2652,扭转,niǔzhuǎn
2653,浓,nóng
2654,浓厚,nónghòu
2655,农村,nóngcūn
2656,农历,nónglì
2657,农民,nóngmín
2658,农业,nóngyè
2659,弄,nòng
2660,奴隶,núlì
2661,努力,nǔlì
2662,暖和,nuǎnhuo
2663,挪,nuó
2664,女儿,nǚ'ér
2665,女人,nǚrén
2666,女士,nǚshì
2667,虐待,nüèdài
2668,哦,ò
2669,殴打,ōudǎ
2670,欧洲,uzhōu
2671,偶尔,ǒu'ěr
2672,偶然,ǒurán
2673,呕吐,ǒutù
2674,趴,pā
2675,爬山,páshān
2676,拍,pāi
2677,排斥,páichì
2678,排除,páichú
2679,排队,páiduì
2680,排放,páifàng
2681,排列,páiliè
2682,排球,páiqiú
2683,徘徊,páihuái
2684,派,pài
2685,派别,pàibié
2686,派遣,pàiqiǎn
2687,攀登,pāndēng
2688,盘旋,pánxuán
2689,盘子,pánzi
2690,畔,pàn
2691,判断,pànduàn
2692,判决,pànjué
2693,盼望,pànwàng
2694,旁边,pángbiān
2695,庞大,pángdà
2696,胖,pàng
2697,抛弃,pāoqì
2698,跑步,pǎobù
2699,泡沫,pàomò
2700,陪,péi
2701,赔偿,péicháng
2702,培训,péixùn
2703,培养,péiyǎng
2704,培育,péiyù
2705,配备,pèibèi
2706,配合,pèihé
2707,配偶,pèi'ǒu
2708,配套,pèitào
2709,佩服,pèifu
2710,盆,pén
2711,盆地,péndì
2712,烹饪,pēngrèn
2713,朋友,péngyou
2714,捧,pěng
2715,碰见,pèngjiàn
2716,披,pī
2717,劈,pī
2718,批,pī
2719,批发,pīfā
2720,批判,pīpàn
2721,批评,pīpíng
2722,批准,pīzhǔn
2723,疲惫,píbèi
2724,疲倦,píjuàn
2725,疲劳,píláo
2726,皮肤,pífū
2727,皮革,pígé
2728,皮鞋,píxié
2729,啤酒,píjiǔ
2730,脾气,píqi
2731,匹,pǐ
2732,屁股,pìgu
2733,譬如,pìrú
2734,篇,piān
2735,偏差,piānchā
2736,偏见,piānjiàn
2737,偏僻,piānpì
2738,偏偏,piānpiān
2739,便宜,piányi
2740,骗,piàn
2741,片,piàn
2742,片断,piànduàn
2743,片刻,piànkè
2744,片面,piànmiàn
2745,飘,piāo
2746,飘扬,piāoyáng
2747,漂浮,piāofú
2748,票,piào
2749,漂亮,piàoliang
2750,拼搏,pīnbó
2751,拼命,pīnmìng
2752,频道,píndào
2753,频繁,pínfán
2754,频率,pínlǜ
2755,贫乏,pínfá
2756,贫困,pínkùn
2757,品尝,pǐncháng
2758,品德,pǐndé
2759,品行,pǐnxíng
2760,品质,pǐnzhì
2761,品种,pǐnzhǒng
2762,乒乓球,pīngpāngqiú
2763,凭,píng
2764,平,píng
2765,平常,píngcháng
2766,平等,píngděng
2767,平凡,píngfán
2768,平方,píngfāng
2769,平衡,pínghéng
2770,平静,píngjìng
2771,平均,píngjūn
2772,平面,píngmiàn
2773,平时,píngshí
2774,平坦,píngtǎn
2775,平行,píngxíng
2776,平原,píngyuán
2777,评估,pínggū
2778,评价,píngjià
2779,评论,pínglùn
2780,苹果,píngguǒ
2781,屏障,píngzhàng
2782,瓶子,píngzi
2783,坡,pō
2784,泼,pō
2785,颇,pō
2786,破,pò
2787,破产,pòchǎn
2788,破坏,pòhuài
2789,破例,pòlì
2790,迫不及待,pòbùjídài
2791,迫害,pòhài
2792,迫切,pòqiè
2793,魄力,pòlì
2794,扑,pū
2795,铺,pū
2796,葡萄,pútao
2797,普遍,pǔbiàn
2798,普及,pǔjí
2799,普通话,pǔtōnghuà
2800,朴实,pǔshí
2801,朴素,pǔsù
2802,瀑布,pùbù
2803,七,qī
2804,期待,qīdài
2805,期间,qījiān
2806,期望,qīwàng
2807,期限,qīxiàn
2808,欺负,qīfu
2809,欺骗,qīpiàn
2810,凄凉,qīliáng
2811,妻子,qīzi
2812,骑,qí
2813,其次,qícì
2814,其实,qíshí
2815,其他,qítā
2816,其余,qíyú
2817,其中,qízhōng
2818,奇怪,qíguài
2819,奇迹,qíjì
2820,奇妙,qímiào
2821,旗袍,qípáo
2822,旗帜,qízhì
2823,齐全,qíquán
2824,齐心协力,qíxīn-xiélì
2825,歧视,qíshì
2826,起草,qǐcǎo
2827,起初,qǐchū
2828,起床,qǐchuáng
2829,起飞,qǐfēi
2830,起伏,qǐfú
2831,起哄,qǐhòng
2832,起来,qǐlái
2833,起码,qǐmǎ
2834,起义,qǐyì
2835,起源,qǐyuán
2836,启程,qǐchéng
2837,启发,qǐfā
2838,启示,qǐshì
2839,启事,qǐshì
2840,乞丐,qǐgài
2841,企图,qǐtú
2842,企业,qǐyè
2843,岂有此理,qǐyǒu-cǐlǐ
2844,器材,qìcái
2845,器官,qìguān
2846,气氛,qìfēn
2847,气概,qìgài
2848,气功,qìgōng
2849,气候,qìhòu
2850,气魄,qìpò
2851,气色,qìsè
2852,气势,qìshì
2853,气味,qìwèi
2854,气象,qìxiàng
2855,气压,qìyā
2856,迄今为止,qìjīn-wéizhǐ
2857,汽油,qìyóu
2858,掐,qiā
2859,恰当,qiàdàng
2860,恰到好处,qiàdàohǎochù
2861,恰巧,qiàqiǎo
2862,洽谈,qiàtán
2863,牵,qiān
2864,牵扯,qiānchě
2865,牵制,qiānzhì
2866,千,qiān
2867,千方百计,qiānfāng-bǎijì
2868,千万,qiānwàn
2869,铅笔,qiānbǐ
2870,签订,qiāndìng
2871,签署,qiānshǔ
2872,签证,qiānzhèng
2873,签字,qiānzì
2874,迁就,qiānjiù
2875,迁徙,qiānxǐ
2876,谦虚,qiānxū
2877,谦逊,qiānxùn
2878,钱,qián
2879,前景,qiánjǐng
2880,前面,qiánmiàn
2881,前提,qiántí
2882,前途,qiántú
2883,潜力,qiánlì
2884,潜水,qiánshuǐ
2885,潜移默化,qiányí-mòhuà
2886,浅,qiǎn
2887,谴责,qiǎnzé
2888,欠,qiàn
2889,枪,qiāng
2890,墙,qiáng
2891,强调,qiángdiào
2892,强烈,qiángliè
2893,强制,qiángzhì
2894,抢,qiǎng
2895,抢劫,qiǎngjié
2896,抢救,qiǎngjiù
2897,强迫,qiǎngpò
2898,敲,qiāo
2899,悄悄,qiāoqiāo
2900,瞧,qiáo
2901,桥,qiáo
2902,桥梁,qiáoliáng
2903,巧克力,qiǎokèlì
2904,巧妙,qiǎomiào
2905,翘,qiào
2906,切,qiē
2907,锲而不舍,qiè'érbùshě
2908,切实,qièshí
2909,亲爱,qīn'ài
2910,亲戚,qīnqi
2911,亲切,qīnqiè
2912,亲热,qīnrè
2913,亲身,qīnshēn
2914,亲自,qīnzì
2915,侵犯,qīnfàn
2916,侵略,qīnlüè
2917,钦佩,qīnpèi
2918,勤奋,qínfèn
2919,勤俭,qínjiǎn
2920,勤恳,qínkěn
2921,勤劳,qínláo
2922,氢,qīng
2923,青,qīng
2924,青春,qīngchūn
2925,青少年,qīngshàonián
2926,轻,qīng
2927,轻而易举,qīng'éryìjǔ
2928,轻视,qīngshì
2929,轻松,qīngsōng
2930,清澈,qīngchè
2931,清晨,qīngchén
2932,清除,qīngchú
2933,清楚,qīngchu
2934,清淡,qīngdàn
2935,清洁,qīngjié
2936,清理,qīnglǐ
2937,清晰,qīngxī
2938,清醒,qīngxǐng
2939,清真,qīngzhēn
2940,倾听,qīngtīng
2941,倾向,qīngxiàng
2942,倾斜,qīngxié
2943,晴,qíng
2944,晴朗,qínglǎng
2945,情报,qíngbào
2946,情节,qíngjié
2947,情景,qíngjǐng
2948,情况,qíngkuàng
2949,情理,qínglǐ
2950,情形,qíngxíng
2951,情绪,qíngxù
2952,请,qǐng
2953,请假,qǐngjià
2954,请柬,qǐngjiǎn
2955,请教,qǐngjiào
2956,请客,qǐngkè
2957,请求,qǐngqiú
2958,请示,qǐngshì
2959,请帖,qǐngtiě
2960,庆祝,qìngzhù
2961,穷,qióng
2962,秋,qiū
2963,丘陵,qiūlíng
2964,球迷,qiúmí
2965,区别,qūbié
2966,区分,qūfēn
2967,区域,qūyù
2968,屈服,qūfú
2969,趋势,qūshì
2970,曲折,qūzhé
2971,驱逐,qūzhú
2972,渠道,qúdào
2973,娶,qǔ
2974,取,qǔ
2975,取缔,qǔdì
2976,取消,qǔxiāo
2977,曲子,qǔzi
2978,去,qù
2979,去年,qùnián
2980,去世,qùshì
2981,趣味,qùwèi
2982,圈,quān
2983,圈套,quāntào
2984,全部,quánbù
2985,全局,quánjú
2986,全力以赴,quánlìyǐfù
2987,全面,quánmiàn
2988,权衡,quánhéng
2989,权力,quánlì
2990,权利,quánlì
2991,权威,quánwēi
2992,权益,quányì
2993,拳头,quántou
2994,犬,quǎn
2995,劝,quàn
2996,缺点,quēdiǎn
2997,缺乏,quēfá
2998,缺口,quēkǒu
2999,缺少,quēshǎo
3000,缺席,quēxí
3001,缺陷,quēxiàn
3002,瘸,qué
3003,却,què
3004,确保,quèbǎo
3005,确定,quèdìng
3006,确立,quèlì
3007,确切,quèqiè
3008,确认,quèrèn
3009,确实,quèshí
3010,确信,quèxìn
3011,群,qún
3012,群众,qúnzhòng
3013,裙子,qúnzi
3014,然而,rán'ér
3015,然后,ránhòu
3016,燃烧,ránshāo
3017,染,rǎn
3018,嚷,rǎng
3019,让,ràng
3020,让步,ràngbù
3021,饶恕,ráoshù
3022,扰乱,rǎoluàn
3023,绕,rào
3024,惹祸,rěhuò
3025,热,rè
3026,热爱,rè'ài
3027,热泪盈眶,rèlèi-yíngkuàng
3028,热烈,rèliè
3029,热门,rèmén
3030,热闹,rènao
3031,热情,rèqíng
3032,热心,rèxīn
3033,人,rén
3034,人才,réncái
3035,人道,réndào
3036,人格,réngé
3037,人工,réngōng
3038,人家,rénjia
3039,人间,rénjiān
3040,人口,rénkǒu
3041,人类,rénlèi
3042,人民币,rénmínbì
3043,人生,rénshēng
3044,人士,rénshì
3045,人事,rénshì
3046,人为,rénwéi
3047,人物,rénwù
3048,人性,rénxìng
3049,人员,rényuán
3050,人质,rénzhì
3051,仁慈,réncí
3052,忍不住,rěnbuzhù
3053,忍耐,rěnnài
3054,忍受,rěnshòu
3055,认定,rèndìng
3056,认可,rènkě
3057,认识,rènshi
3058,认为,rènwéi
3059,认真,rènzhēn
3060,任何,rènhé
3061,任命,rènmìng
3062,任务,rènwu
3063,任性,rènxìng
3064,任意,rènyì
3065,任重道远,rènzhòng-dàoyuǎn
3066,扔,rēng
3067,仍旧,réngjiù
3068,仍然,réngrán
3069,日,rì
3070,日常,rìcháng
3071,日程,rìchéng
3072,日记,rìjì
3073,日历,rìlì
3074,日期,rìqī
3075,日新月异,rìxīn-yuèyì
3076,日益,rìyì
3077,日用品,rìyòngpǐn
3078,融化,rónghuà
3079,融洽,róngqià
3080,溶解,róngjiě
3081,容貌,róngmào
3082,容纳,róngnà
3083,容器,róngqì
3084,容忍,róngrěn
3085,容易,róngyì
3086,荣幸,róngxìng
3087,荣誉,róngyù
3088,揉,róu
3089,柔和,róuhé
3090,如果,rúguǒ
3091,如何,rúhé
3092,如今,rújīn
3093,入口,rùkǒu
3094,软,ruǎn
3095,软件,ruǎnjiàn
3096,弱,ruò
3097,弱点,ruòdiǎn
3098,若干,ruògān
3099,撒谎,sāhuǎng
3100,洒,sǎ
3101,腮,sāi
3102,三,sān
3103,三角,sānjiǎo
3104,伞,sǎn
3105,散文,sǎnwén
3106,散布,sànbù
3107,散步,sànbù
3108,散发,sànfā
3109,嗓子,sǎngzi
3110,丧失,sàngshī
3111,嫂子,sǎozi
3112,色彩,sècǎi
3113,森林,sēnlín
3114,杀,shā
3115,刹车,shāchē
3116,沙发,shāfā
3117,沙漠,shāmò
3118,沙滩,shātān
3119,啥,shá
3120,傻,shǎ
3121,筛选,shāixuǎn
3122,晒,shài
3123,删除,shānchú
3124,山脉,shānmài
3125,闪电,shǎndiàn
3126,闪烁,shǎnshuò
3127,擅长,shàncháng
3128,擅自,shànzì
3129,善良,shànliáng
3130,善于,shànyú
3131,扇子,shànzi
3132,商标,shāngbiāo
3133,商店,shāngdiàn
3134,商量,shāngliang
3135,商品,shāngpǐn
3136,商业,shāngyè
3137,伤脑筋,shāngnǎojīn
3138,伤心,shāngxīn
3139,上,shàng
3140,上班,shàngbān
3141,上当,shàngdàng
3142,上级,shàngjí
3143,上进心,shàngjìnxīn
3144,上任,shàngrèn
3145,上网,shàngwǎng
3146,上午,shàngwǔ
3147,上瘾,shàngyǐn
3148,上游,shàngyóu
3149,捎,shāo
3150,梢,shāo
3151,稍微,shāowēi
3152,勺子,sháozi
3153,少,shǎo
3154,哨,shào
3155,奢侈,shēchǐ
3156,蛇,shé
3157,舌头,shétou
3158,舍不得,shěbude
3159,设备,shèbèi
3160,设计,shèjì
3161,设立,shèlì
3162,设施,shèshī
3163,设想,shèxiǎng
3164,设置,shèzhì
3165,社会,shèhuì
3166,社区,shèqū
3167,射击,shèjī
3168,涉及,shèjí
3169,摄取,shèqǔ
3170,摄氏度,shèshìdù
3171,摄影,shèyǐng
3172,谁,shéi
3173,伸,shēn
3174,深,shēn
3175,深奥,shēn'ào
3176,深沉,shēnchén
3177,深刻,shēnkè
3178,深情厚谊,shēnqíng-hòuyì
3179,申报,shēnbào
3180,申请,shēnqǐng
3181,身材,shēncái
3182,身份,shēnfèn
3183,身体,shēntǐ
3184,绅士,shēnshì
3185,呻吟,shēnyín
3186,神话,shénhuà
3187,神经,shénjīng
3188,神秘,shénmì
3189,神奇,shénqí
3190,神气,shénqì
3191,神情,shénqíng
3192,神色,shénsè
3193,神圣,shénshèng
3194,神态,shéntài
3195,神仙,shénxiān
3196,什么,shénme
3197,审查,shěnchá
3198,审理,shěnlǐ
3199,审美,shěnměi
3200,审判,shěnpàn
3201,渗透,shèntòu
3202,甚至,shènzhì
3203,慎重,shènzhòng
3204,升,shēng
3205,生病,shēngbìng
3206,生产,shēngchǎn
3207,生存,shēngcún
3208,生动,shēngdòng
3209,生活,shēnghuó
3210,生机,shēngjī
3211,生理,shēnglǐ
3212,生命,shēngmìng
3213,生气,shēngqì
3214,生日,shēngrì
3215,生疏,shēngshū
3216,生态,shēngtài
3217,生物,shēngwù
3218,生效,shēngxiào
3219,生锈,shēngxiù
3220,生育,shēngyù
3221,牲畜,shēngchù
3222,声调,shēngdiào
3223,声明,shēngmíng
3224,声势,shēngshì
3225,声音,shēngyīn
3226,声誉,shēngyù
3227,绳子,shéngzi
3228,省,shěng
3229,省会,shěnghuì
3230,省略,shěnglüè
3231,剩,shèng
3232,盛产,shèngchǎn
3233,盛开,shèngkāi
3234,盛情,shèngqíng
3235,盛行,shèngxíng
3236,胜负,shèngfù
3237,胜利,shènglì
3238,诗,shī
3239,失败,shībài
3240,失眠,shīmián
3241,失去,shīqù
3242,失望,shīwàng
3243,失误,shīwù
3244,失业,shīyè
3245,失踪,shīzōng
3246,师范,shīfàn
3247,师傅,shīfu
3248,施加,shījiā
3249,施展,shīzhǎn
3250,湿润,shīrùn
3251,尸体,shītǐ
3252,狮子,shīzi
3253,拾,shí
3254,十,shí
3255,十分,shífēn
3256,十足,shízú
3257,识别,shíbié
3258,时差,shíchā
3259,时常,shícháng
3260,时代,shídài
3261,时而,shí'ér
3262,时光,shíguāng
3263,时候,shíhou
3264,时机,shíjī
3265,时间,shíjiān
3266,时刻,shíkè
3267,时髦,shímáo
3268,时期,shíqī
3269,时尚,shíshàng
3270,时事,shíshì
3271,时装,shízhuāng
3272,实话,shíhuà
3273,实惠,shíhuì
3274,实际,shíjì
3275,实践,shíjiàn
3276,实力,shílì
3277,实施,shíshī
3278,实事求是,shíshì-qiúshì
3279,实习,shíxí
3280,实现,shíxiàn
3281,实行,shíxíng
3282,实验,shíyàn
3283,实用,shíyòng
3284,实在,shízài
3285,实质,shízhì
3286,食品,shípǐn
3287,食物,shíwù
3288,石头,shítou
3289,石油,shíyóu
3290,使,shǐ
3291,使劲儿,shǐjìnr
3292,使命,shǐmìng
3293,使用,shǐyòng
3294,始终,shǐzhōng
3295,是,shì
3296,是非,shìfēi
3297,是否,shìfǒu
3298,试,shì
3299,试卷,shìjuàn
3300,试图,shìtú
3301,试验,shìyàn
3302,势必,shìbì
3303,势力,shìlì
3304,士兵,shìbīng
3305,市场,shìchǎng
3306,世代,shìdài
3307,世纪,shìjì
3308,世界,shìjiè
3309,世界观,shìjièguān
3310,似的,shìde
3311,示范,shìfàn
3312,示威,shìwēi
3313,示意,shìyì
3314,释放,shìfàng
3315,事故,shìgù
3316,事迹,shìjì
3317,事件,shìjiàn
3318,事情,shìqing
3319,事实,shìshí
3320,事态,shìtài
3321,事务,shìwù
3322,事物,shìwù
3323,事先,shìxiān
3324,事项,shìxiàng
3325,事业,shìyè
3326,适合,shìhé
3327,适宜,shìyí
3328,适应,shìyìng
3329,视力,shìlì
3330,视线,shìxiàn
3331,视野,shìyě
3332,逝世,shìshì
3333,收,shōu
3334,收藏,shōucáng
3335,收获,shōuhuò
3336,收据,shōujù
3337,收入,shōurù
3338,收拾,shōushi
3339,收缩,shōusuō
3340,收益,shōuyì
3341,收音机,shōuyīnjī
3342,手表,shǒubiǎo
3343,手法,shǒufǎ
3344,手工,shǒugōng
3345,手机,shǒujī
3346,手势,shǒushì
3347,手术,shǒushù
3348,手套,shǒutào
3349,手续,shǒuxù
3350,手艺,shǒuyì
3351,手指,shǒuzhǐ
3352,首都,shǒudū
3353,首先,shǒuxiān
3354,首要,shǒuyào
3355,守护,shǒuhù
3356,瘦,shòu
3357,受不了,shòubuliǎo
3358,受到,shòudào
3359,受伤,shòushāng
3360,受罪,shòuzuì
3361,售货员,shòuhuòyuán
3362,寿命,shòumìng
3363,授予,shòuyǔ
3364,书,shū
3365,书法,shūfǎ
3366,书籍,shūjí
3367,书记,shūjì
3368,书架,shūjià
3369,书面,shūmiàn
3370,输,shū
3371,输入,shūrù
3372,蔬菜,shūcài
3373,舒畅,shūchàng
3374,舒服,shūfu
3375,舒适,shūshì
3376,疏忽,shūhu
3377,叔叔,shūshu
3378,梳子,shūzi
3379,熟练,shúliàn
3380,熟悉,shúxī
3381,数,shǔ
3382,鼠标,shǔbiāo
3383,属于,shǔyú
3384,竖,shù
3385,束,shù
3386,束缚,shùfù
3387,树,shù
3388,树立,shùlì
3389,数额,shù'é
3390,数据,shùjù
3391,数量,shùliàng
3392,数码,shùmǎ
3393,数目,shùmù
3394,数学,shùxué
3395,数字,shùzì
3396,刷牙,shuā yá
3397,耍,shuǎ
3398,摔,shuāi
3399,衰老,shuāilǎo
3400,衰退,shuāituì
3401,甩,shuǎi
3402,帅,shuài
3403,率领,shuàilǐng
3404,涮火锅,shuàn huǒguō
3405,双,shuāng
